Glasgow,DE,"('125.05', 'Very High')","('54.21', 'Moderate')","('78.71', 'High')","('84.78', 'Very High')","('65.62', 'Moderate')","('5.50', 'Low')","('32.05', 'Low')","('33.74', 'Low')","('186.29', 'Very High')"
Dublin,GA,"('118.00', 'Very High')","('46.32', 'Moderate')","('51.52', 'Moderate')","('85.89', 'Very High')","('71.64', 'Moderate')","('8.74', 'Moderate')","('40.64', 'Moderate')","('41.79', 'Moderate')","('155.52', 'High')"
Washington,IL,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Jackson,MO,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Traverse City,MI,"('?', '')","('82.88', 'Very High')","('40.28', 'Moderate')","('56.24', 'Moderate')","('?', '')","('7.74', 'Low')","('15.00', 'Very Low')","('24.14', 'Low')","('?', '')"
Glasgow,KY,"('125.05', 'Very High')","('54.21', 'Moderate')","('78.71', 'High')","('84.78', 'Very High')","('65.62', 'Moderate')","('5.50', 'Low')","('32.05', 'Low')","('33.74', 'Low')","('186.29', 'Very High')"
Washington,MO,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Henderson,NC,"('?', '')","('77.09', 'High')","('61.11', 'High')","('58.61', 'Moderate')","('?', '')","('3.02', 'Very Low')","('25.56', 'Very Low')","('37.51', 'Low')","('?', '')"
Alexandria,MN,"('18.94', 'Very Low')","('54.53', 'Moderate')","('45.34', 'Moderate')","('95.50', 'Very High')","('18.89', 'Very Low')","('20.42', 'Very High')","('44.28', 'High')","('73.48', 'High')","('91.38', 'Very Low')"
Dallas,GA,"('167.65', 'Very High')","('48.76', 'Moderate')","('66.09', 'High')","('81.85', 'Very High')","('68.15', 'Moderate')","('2.92', 'Very Low')","('34.70', 'Low')","('40.91', 'Moderate')","('190.81', 'Very High')"
Jacksonville,AL,"('153.99', 'Very High')","('43.62', 'Moderate')","('72.86', 'High')","('87.81', 'Very High')","('61.19', 'Moderate')","('3.52', 'Very Low')","('34.56', 'Low')","('38.68', 'Low')","('189.12', 'Very High')"
Athens,TN,"('61.95', 'Moderate')","('44.64', 'Moderate')","('58.07', 'Moderate')","('95.18', 'Very High')","('53.07', 'Low')","('15.32', 'High')","('37.56', 'Moderate')","('54.99', 'Moderate')","('125.99', 'Moderate')"
Jacksonville,TX,"('153.99', 'Very High')","('43.62', 'Moderate')","('72.86', 'High')","('87.81', 'Very High')","('61.19', 'Moderate')","('3.52', 'Very Low')","('34.56', 'Low')","('38.68', 'Low')","('189.12', 'Very High')"
Bridgetown,OH,"('64.15', 'Moderate')","('58.03', 'Moderate')","('69.91', 'High')","('71.34', 'High')","('65.67', 'Moderate')","('11.84', 'Moderate')","('36.67', 'Moderate')","('18.53', 'Very Low')","('157.32', 'High')"
Washington,PA,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Henderson,TX,"('?', '')","('77.09', 'High')","('61.11', 'High')","('58.61', 'Moderate')","('?', '')","('3.02', 'Very Low')","('25.56', 'Very Low')","('37.51', 'Low')","('?', '')"
Portland,TN,"('159.95', 'Very High')","('43.08', 'Moderate')","('68.46', 'High')","('89.56', 'Very High')","('70.29', 'Moderate')","('3.71', 'Very Low')","('32.65', 'Low')","('33.19', 'Low')","('193.57', 'Very High')"
Las Vegas,NM,"('151.28', 'Very High')","('44.20', 'Moderate')","('53.71', 'Moderate')","('57.40', 'Moderate')","('64.39', 'Moderate')","('3.69', 'Very Low')","('27.30', 'Low')","('52.04', 'Moderate')","('164.77', 'Very High')"
Cambridge,MD,"('131.22', 'Very High')","('64.55', 'High')","('71.63', 'High')","('91.37', 'Very High')","('71.17', 'Moderate')","('9.78', 'Moderate')","('36.69', 'Moderate')","('38.61', 'Low')","('182.89', 'Very High')"
Athens,TX,"('61.95', 'Moderate')","('44.64', 'Moderate')","('58.07', 'Moderate')","('95.18', 'Very High')","('53.07', 'Low')","('15.32', 'High')","('37.56', 'Moderate')","('54.99', 'Moderate')","('125.99', 'Moderate')"
Miami,OK,"('108.44', 'High')","('47.27', 'Moderate')","('63.57', 'High')","('85.69', 'Very High')","('72.81', 'High')","('6.64', 'Low')","('42.94', 'High')","('39.14', 'Low')","('159.52', 'High')"
Oakland,NJ,"('150.68', 'Very High')","('31.25', 'Low')","('77.54', 'High')","('96.40', 'Very High')","('84.86', 'High')","('6.43', 'Low')","('36.47', 'Moderate')","('40.26', 'Moderate')","('179.06', 'Very High')"
Manchester,TN,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Ottawa,KS,"('129.08', 'Very High')","('68.66', 'High')","('68.27', 'High')","('44.46', 'Moderate')","('60.75', 'Moderate')","('7.27', 'Low')","('33.92', 'Low')","('24.58', 'Low')","('181.40', 'Very High')"
Geneva,NY,"('174.96', 'Very High')","('69.51', 'High')","('69.90', 'High')","('82.61', 'Very High')","('112.05', 'Very High')","('11.43', 'Moderate')","('32.76', 'Low')","('24.61', 'Low')","('204.81', 'Very High')"
Grenada,MS,"('?', '')","('80.42', 'Very High')","('76.39', 'High')","('65.33', 'High')","('?', '')","('?', '')","('40.00', 'Moderate')","('35.34', 'Low')","('?', '')"
Eureka,MO,"('?', '')","('29.96', 'Low')","('43.83', 'Moderate')","('95.62', 'Very High')","('?', '')","('4.79', 'Very Low')","('15.00', 'Very Low')","('10.34', 'Very Low')","('?', '')"
Derby,CT,"('134.29', 'Very High')","('55.47', 'Moderate')","('75.73', 'High')","('88.79', 'Very High')","('63.56', 'Moderate')","('9.70', 'Moderate')","('33.88', 'Low')","('29.83', 'Low')","('188.46', 'Very High')"
Manchester,VA,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Madison,IN,"('158.52', 'Very High')","('66.47', 'High')","('68.39', 'High')","('51.64', 'Moderate')","('64.68', 'Moderate')","('3.10', 'Very Low')","('33.85', 'Low')","('33.27', 'Low')","('192.54', 'Very High')"
Leeds,AL,"('126.09', 'Very High')","('54.85', 'Moderate')","('79.11', 'High')","('84.59', 'Very High')","('63.72', 'Moderate')","('7.77', 'Low')","('29.81', 'Low')","('45.11', 'Moderate')","('178.58', 'Very High')"
Washington,IN,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Richmond,TX,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Douglas,GA,"('122.28', 'Very High')","('81.43', 'Very High')","('69.31', 'High')","('91.32', 'Very High')","('67.77', 'Moderate')","('5.33', 'Low')","('11.25', 'Very Low')","('15.42', 'Very Low')","('219.79', 'Very High')"
Georgetown,GA,"('29.93', 'Very Low')","('29.96', 'Low')","('35.45', 'Low')","('65.81', 'High')","('50.75', 'Low')","('24.95', 'Very High')","('36.50', 'Moderate')","('68.10', 'High')","('69.40', 'Very Low')"
Wellington,CO,"('126.96', 'Very High')","('66.81', 'High')","('64.19', 'High')","('97.68', 'Very High')","('63.17', 'Moderate')","('10.32', 'Moderate')","('38.85', 'Moderate')","('23.08', 'Low')","('190.97', 'Very High')"
Belgrade,MT,"('65.85', 'Moderate')","('62.09', 'High')","('53.25', 'Moderate')","('84.14', 'Very High')","('43.26', 'Low')","('17.08', 'Very High')","('36.34', 'Moderate')","('68.80', 'High')","('121.29', 'Moderate')"
Burlington,WI,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Victoria,MN,"('96.60', 'High')","('58.29', 'Moderate')","('65.74', 'High')","('92.52', 'Very High')","('65.68', 'Moderate')","('10.62', 'Moderate')","('32.36', 'Low')","('21.97', 'Low')","('176.90', 'Very High')"
Damascus,OR,"('4.30', 'Very Low')","('30.81', 'Low')","('35.99', 'Low')","('70.11', 'High')","('28.80', 'Very Low')","('162.65', 'Very High')","('41.67', 'High')","('68.99', 'High')","('0.00', 'Very Low')"
Cleveland,MS,"('133.62', 'Very High')","('36.59', 'Low')","('78.49', 'High')","('73.11', 'High')","('62.02', 'Moderate')","('1.75', 'Very Low')","('32.93', 'Low')","('39.13', 'Low')","('176.99', 'Very High')"
Jackson,WY,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Freeport,TX,"('?', '')","('87.50', 'Very High')","('30.56', 'Low')","('80.78', 'Very High')","('?', '')","('?', '')","('12.50', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Memphis,FL,"('153.14', 'Very High')","('22.03', 'Low')","('48.23', 'Moderate')","('84.42', 'Very High')","('61.45', 'Moderate')","('2.07', 'Very Low')","('23.39', 'Very Low')","('47.34', 'Moderate')","('168.23', 'Very High')"
Vienna,WV,"('117.81', 'Very High')","('70.56', 'High')","('81.02', 'Very High')","('81.77', 'Very High')","('67.85', 'Moderate')","('14.75', 'High')","('21.23', 'Very Low')","('15.63', 'Very Low')","('199.50', 'Very High')"
Delhi,CA,"('84.57', 'Moderate')","('40.90', 'Moderate')","('66.05', 'High')","('58.90', 'Moderate')","('22.29', 'Very Low')","('13.07', 'High')","('57.84', 'Very High')","('90.17', 'Very High')","('96.00', 'Very Low')"
Alexandria,KY,"('18.94', 'Very Low')","('54.53', 'Moderate')","('45.34', 'Moderate')","('95.50', 'Very High')","('18.89', 'Very Low')","('20.42', 'Very High')","('44.28', 'High')","('73.48', 'High')","('91.38', 'Very Low')"
Hobart,WI,"('139.97', 'Very High')","('66.13', 'High')","('69.33', 'High')","('90.62', 'Very High')","('65.04', 'Moderate')","('6.93', 'Low')","('27.78', 'Low')","('15.77', 'Very Low')","('209.16', 'Very High')"
London,OH,"('105.18', 'High')","('44.71', 'Moderate')","('69.58', 'High')","('88.25', 'Very High')","('81.97', 'High')","('19.86', 'Very High')","('44.77', 'High')","('58.05', 'Moderate')","('132.52', 'Moderate')"
Paris,TN,"('114.57', 'Very High')","('41.95', 'Moderate')","('76.93', 'High')","('88.39', 'Very High')","('74.19', 'High')","('17.08', 'Very High')","('41.23', 'High')","('63.77', 'High')","('139.42', 'Moderate')"
Paris,KY,"('114.57', 'Very High')","('41.95', 'Moderate')","('76.93', 'High')","('88.39', 'Very High')","('74.19', 'High')","('17.08', 'Very High')","('41.23', 'High')","('63.77', 'High')","('139.42', 'Moderate')"
Cambridge,OH,"('131.22', 'Very High')","('64.55', 'High')","('71.63', 'High')","('91.37', 'Very High')","('71.17', 'Moderate')","('9.78', 'Moderate')","('36.69', 'Moderate')","('38.61', 'Low')","('182.89', 'Very High')"
Cambridge,MN,"('131.22', 'Very High')","('64.55', 'High')","('71.63', 'High')","('91.37', 'Very High')","('71.17', 'Moderate')","('9.78', 'Moderate')","('36.69', 'Moderate')","('38.61', 'Low')","('182.89', 'Very High')"
Washington,NC,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Burlington,WA,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Oakland,TN,"('150.68', 'Very High')","('31.25', 'Low')","('77.54', 'High')","('96.40', 'Very High')","('84.86', 'High')","('6.43', 'Low')","('36.47', 'Moderate')","('40.26', 'Moderate')","('179.06', 'Very High')"
Florence,OR,"('77.71', 'Moderate')","('58.47', 'Moderate')","('67.13', 'High')","('92.45', 'Very High')","('63.26', 'Moderate')","('13.77', 'High')","('28.00', 'Low')","('47.26', 'Moderate')","('152.39', 'High')"
Berlin,NH,"('127.65', 'Very High')","('55.30', 'Moderate')","('67.24', 'High')","('83.35', 'Very High')","('65.78', 'Moderate')","('11.49', 'Moderate')","('33.48', 'Low')","('38.62', 'Low')","('172.83', 'Very High')"
Charlotte,MI,"('149.24', 'Very High')","('53.48', 'Moderate')","('69.21', 'High')","('84.05', 'Very High')","('68.11', 'Moderate')","('3.81', 'Very Low')","('35.85', 'Moderate')","('35.26', 'Low')","('190.08', 'Very High')"
Merrill,WI,"('391.48', 'Very High')","('64.71', 'High')","('66.67', 'High')","('31.85', 'Moderate')","('53.17', 'Low')","('1.20', 'Very Low')","('28.50', 'Low')","('34.48', 'Low')","('282.48', 'Very High')"
Bogota,NJ,"('36.41', 'Very Low')","('33.48', 'Low')","('66.00', 'High')","('97.12', 'Very High')","('27.55', 'Very Low')","('20.22', 'Very High')","('51.83', 'High')","('70.04', 'High')","('94.50', 'Very Low')"
Derby,CO,"('134.29', 'Very High')","('55.47', 'Moderate')","('75.73', 'High')","('88.79', 'Very High')","('63.56', 'Moderate')","('9.70', 'Moderate')","('33.88', 'Low')","('29.83', 'Low')","('188.46', 'Very High')"
Midland,WA,"('?', '')","('73.90', 'High')","('65.74', 'High')","('78.86', 'High')","('?', '')","('1.54', 'Very Low')","('25.00', 'Very Low')","('63.79', 'High')","('?', '')"
Georgetown,SC,"('29.93', 'Very Low')","('29.96', 'Low')","('35.45', 'Low')","('65.81', 'High')","('50.75', 'Low')","('24.95', 'Very High')","('36.50', 'Moderate')","('68.10', 'High')","('69.40', 'Very Low')"
Milan,TN,"('82.05', 'Moderate')","('47.18', 'Moderate')","('70.34', 'High')","('88.12', 'Very High')","('67.91', 'Moderate')","('16.55', 'Very High')","('36.02', 'Moderate')","('67.69', 'High')","('127.43', 'Moderate')"
Paris,IL,"('114.57', 'Very High')","('41.95', 'Moderate')","('76.93', 'High')","('88.39', 'Very High')","('74.19', 'High')","('17.08', 'Very High')","('41.23', 'High')","('63.77', 'High')","('139.42', 'Moderate')"
Cleveland,TX,"('133.62', 'Very High')","('36.59', 'Low')","('78.49', 'High')","('73.11', 'High')","('62.02', 'Moderate')","('1.75', 'Very Low')","('32.93', 'Low')","('39.13', 'Low')","('176.99', 'Very High')"
Stuttgart,AR,"('142.31', 'Very High')","('65.26', 'High')","('77.07', 'High')","('81.07', 'Very High')","('66.27', 'Moderate')","('8.47', 'Moderate')","('28.54', 'Low')","('38.10', 'Low')","('192.64', 'Very High')"
Jackson,WI,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Wellington,KS,"('126.96', 'Very High')","('66.81', 'High')","('64.19', 'High')","('97.68', 'Very High')","('63.17', 'Moderate')","('10.32', 'Moderate')","('38.85', 'Moderate')","('23.08', 'Low')","('190.97', 'Very High')"
London,KY,"('105.18', 'High')","('44.71', 'Moderate')","('69.58', 'High')","('88.25', 'Very High')","('81.97', 'High')","('19.86', 'Very High')","('44.77', 'High')","('58.05', 'Moderate')","('132.52', 'Moderate')"
Berlin,NJ,"('127.65', 'Very High')","('55.30', 'Moderate')","('67.24', 'High')","('83.35', 'Very High')","('65.78', 'Moderate')","('11.49', 'Moderate')","('33.48', 'Low')","('38.62', 'Low')","('172.83', 'Very High')"
Georgetown,DE,"('29.93', 'Very Low')","('29.96', 'Low')","('35.45', 'Low')","('65.81', 'High')","('50.75', 'Low')","('24.95', 'Very High')","('36.50', 'Moderate')","('68.10', 'High')","('69.40', 'Very Low')"
Washington,IA,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Washington,NJ,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Savannah,TN,"('?', '')","('42.26', 'Moderate')","('52.66', 'Moderate')","('87.18', 'Very High')","('?', '')","('4.80', 'Very Low')","('23.40', 'Very Low')","('41.31', 'Moderate')","('?', '')"
Philadelphia,MS,"('139.15', 'Very High')","('34.15', 'Low')","('70.19', 'High')","('77.98', 'High')","('74.70', 'High')","('3.43', 'Very Low')","('40.41', 'Moderate')","('47.93', 'Moderate')","('163.74', 'Very High')"
Belfast,ME,"('122.59', 'Very High')","('52.63', 'Moderate')","('71.69', 'High')","('90.84', 'Very High')","('59.88', 'Low')","('4.93', 'Very Low')","('37.59', 'Moderate')","('26.46', 'Low')","('186.96', 'Very High')"
Saint Louis,MI,"('173.87', 'Very High')","('30.26', 'Low')","('73.47', 'High')","('74.75', 'High')","('63.08', 'Moderate')","('2.06', 'Very Low')","('27.07', 'Low')","('37.47', 'Low')","('192.11', 'Very High')"
Hamilton,AL,"('110.67', 'Very High')","('44.13', 'Moderate')","('75.12', 'High')","('61.06', 'High')","('65.29', 'Moderate')","('27.87', 'Very High')","('35.83', 'Moderate')","('60.24', 'High')","('124.26', 'Moderate')"
Savannah,TX,"('?', '')","('42.26', 'Moderate')","('52.66', 'Moderate')","('87.18', 'Very High')","('?', '')","('4.80', 'Very Low')","('23.40', 'Very Low')","('41.31', 'Moderate')","('?', '')"
Medina,MN,"('113.03', 'Very High')","('83.38', 'Very High')","('44.51', 'Moderate')","('26.18', 'Moderate')","('40.41', 'Low')","('7.90', 'Low')","('24.50', 'Very Low')","('74.45', 'High')","('139.60', 'Moderate')"
Hobart,WA,"('139.97', 'Very High')","('66.13', 'High')","('69.33', 'High')","('90.62', 'Very High')","('65.04', 'Moderate')","('6.93', 'Low')","('27.78', 'Low')","('15.77', 'Very Low')","('209.16', 'Very High')"
Saint John,MO,"('?', '')","('57.10', 'Moderate')","('71.80', 'High')","('43.05', 'Moderate')","('?', '')","('?', '')","('19.57', 'Very Low')","('69.69', 'High')","('?', '')"
San Antonio,PR,"('165.53', 'Very High')","('51.94', 'Moderate')","('68.33', 'High')","('80.58', 'Very High')","('59.09', 'Low')","('3.92', 'Very Low')","('31.84', 'Low')","('43.86', 'Moderate')","('191.39', 'Very High')"
Douglas,WY,"('122.28', 'Very High')","('81.43', 'Very High')","('69.31', 'High')","('91.32', 'Very High')","('67.77', 'Moderate')","('5.33', 'Low')","('11.25', 'Very Low')","('15.42', 'Very Low')","('219.79', 'Very High')"
Henderson,TN,"('?', '')","('77.09', 'High')","('61.11', 'High')","('58.61', 'Moderate')","('?', '')","('3.02', 'Very Low')","('25.56', 'Very Low')","('37.51', 'Low')","('?', '')"
Portland,IN,"('159.95', 'Very High')","('43.08', 'Moderate')","('68.46', 'High')","('89.56', 'Very High')","('70.29', 'Moderate')","('3.71', 'Very Low')","('32.65', 'Low')","('33.19', 'Low')","('193.57', 'Very High')"
Jackson,OH,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Freeport,FL,"('?', '')","('87.50', 'Very High')","('30.56', 'Low')","('80.78', 'Very High')","('?', '')","('?', '')","('12.50', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Madison,SD,"('158.52', 'Very High')","('66.47', 'High')","('68.39', 'High')","('51.64', 'Moderate')","('64.68', 'Moderate')","('3.10', 'Very Low')","('33.85', 'Low')","('33.27', 'Low')","('192.54', 'Very High')"
Jonesboro,GA,"('?', '')","('55.08', 'Moderate')","('90.74', 'Very High')","('81.79', 'Very High')","('?', '')","('2.11', 'Very Low')","('17.00', 'Very Low')","('58.62', 'Moderate')","('?', '')"
Milan,MI,"('82.05', 'Moderate')","('47.18', 'Moderate')","('70.34', 'High')","('88.12', 'Very High')","('67.91', 'Moderate')","('16.55', 'Very High')","('36.02', 'Moderate')","('67.69', 'High')","('127.43', 'Moderate')"
Manchester,WA,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Dallas,NC,"('167.65', 'Very High')","('48.76', 'Moderate')","('66.09', 'High')","('81.85', 'Very High')","('68.15', 'Moderate')","('2.92', 'Very Low')","('34.70', 'Low')","('40.91', 'Moderate')","('190.81', 'Very High')"
Richmond,MO,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Geneva,OH,"('174.96', 'Very High')","('69.51', 'High')","('69.90', 'High')","('82.61', 'Very High')","('112.05', 'Very High')","('11.43', 'Moderate')","('32.76', 'Low')","('24.61', 'Low')","('204.81', 'Very High')"
Richmond,MI,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Medina,NY,"('113.03', 'Very High')","('83.38', 'Very High')","('44.51', 'Moderate')","('26.18', 'Moderate')","('40.41', 'Low')","('7.90', 'Low')","('24.50', 'Very Low')","('74.45', 'High')","('139.60', 'Moderate')"
Genoa,IL,"('87.40', 'High')","('54.87', 'Moderate')","('66.82', 'High')","('95.00', 'Very High')","('60.89', 'Moderate')","('7.27', 'Low')","('33.65', 'Low')","('51.13', 'Moderate')","('156.51', 'High')"
Nashville,NC,"('150.15', 'Very High')","('50.18', 'Moderate')","('62.07', 'High')","('83.02', 'Very High')","('67.25', 'Moderate')","('3.66', 'Very Low')","('38.50', 'Moderate')","('37.39', 'Low')","('183.09', 'Very High')"
Jackson,GA,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Berlin,WI,"('127.65', 'Very High')","('55.30', 'Moderate')","('67.24', 'High')","('83.35', 'Very High')","('65.78', 'Moderate')","('11.49', 'Moderate')","('33.48', 'Low')","('38.62', 'Low')","('172.83', 'Very High')"
Columbus,WI,"('145.20', 'Very High')","('50.35', 'Moderate')","('70.66', 'High')","('71.29', 'High')","('66.30', 'Moderate')","('3.84', 'Very Low')","('31.15', 'Low')","('29.89', 'Low')","('189.31', 'Very High')"
Toronto,OH,"('112.52', 'Very High')","('56.37', 'Moderate')","('74.05', 'High')","('65.35', 'High')","('65.37', 'Moderate')","('13.27', 'High')","('44.63', 'High')","('37.85', 'Low')","('157.24', 'High')"
Manchester,MD,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Palermo,CA,"('88.61', 'High')","('54.89', 'Moderate')","('58.67', 'Moderate')","('97.63', 'Very High')","('52.73', 'Low')","('9.73', 'Moderate')","('32.22', 'Low')","('65.11', 'High')","('144.39', 'Moderate')"
Atlanta,TX,"('182.45', 'Very High')","('35.35', 'Low')","('66.97', 'High')","('89.73', 'Very High')","('71.10', 'Moderate')","('2.34', 'Very Low')","('41.37', 'High')","('45.04', 'Moderate')","('187.18', 'Very High')"
Montevideo,MN,"('55.67', 'Low')","('43.41', 'Moderate')","('68.60', 'High')","('98.04', 'Very High')","('51.55', 'Low')","('14.76', 'High')","('41.39', 'High')","('47.03', 'Moderate')","('132.13', 'Moderate')"
Medina,TN,"('113.03', 'Very High')","('83.38', 'Very High')","('44.51', 'Moderate')","('26.18', 'Moderate')","('40.41', 'Low')","('7.90', 'Low')","('24.50', 'Very Low')","('74.45', 'High')","('139.60', 'Moderate')"
Bristol,WI,"('121.82', 'Very High')","('57.32', 'Moderate')","('72.44', 'High')","('88.51', 'Very High')","('66.05', 'Moderate')","('9.93', 'Moderate')","('31.15', 'Low')","('46.46', 'Moderate')","('172.78', 'Very High')"
Berlin,MD,"('127.65', 'Very High')","('55.30', 'Moderate')","('67.24', 'High')","('83.35', 'Very High')","('65.78', 'Moderate')","('11.49', 'Moderate')","('33.48', 'Low')","('38.62', 'Low')","('172.83', 'Very High')"
Alexandria,IN,"('18.94', 'Very Low')","('54.53', 'Moderate')","('45.34', 'Moderate')","('95.50', 'Very High')","('18.89', 'Very Low')","('20.42', 'Very High')","('44.28', 'High')","('73.48', 'High')","('91.38', 'Very Low')"
Manchester,IA,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Eureka,IL,"('?', '')","('29.96', 'Low')","('43.83', 'Moderate')","('95.62', 'Very High')","('?', '')","('4.79', 'Very Low')","('15.00', 'Very Low')","('10.34', 'Very Low')","('?', '')"
Savannah,MO,"('?', '')","('42.26', 'Moderate')","('52.66', 'Moderate')","('87.18', 'Very High')","('?', '')","('4.80', 'Very Low')","('23.40', 'Very Low')","('41.31', 'Moderate')","('?', '')"
Jackson,CA,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Milan,IL,"('82.05', 'Moderate')","('47.18', 'Moderate')","('70.34', 'High')","('88.12', 'Very High')","('67.91', 'Moderate')","('16.55', 'Very High')","('36.02', 'Moderate')","('67.69', 'High')","('127.43', 'Moderate')"
Saltillo,MS,"('?', '')","('62.41', 'High')","('84.95', 'Very High')","('92.15', 'Very High')","('?', '')","('6.45', 'Low')","('33.00', 'Low')","('40.83', 'Moderate')","('?', '')"
Hamilton,MT,"('110.67', 'Very High')","('44.13', 'Moderate')","('75.12', 'High')","('61.06', 'High')","('65.29', 'Moderate')","('27.87', 'Very High')","('35.83', 'Moderate')","('60.24', 'High')","('124.26', 'Moderate')"
Gibraltar,MI,"('106.17', 'High')","('79.77', 'High')","('73.26', 'High')","('98.59', 'Very High')","('63.19', 'Moderate')","('16.07', 'Very High')","('16.20', 'Very Low')","('54.79', 'Moderate')","('177.51', 'Very High')"
Nashville,GA,"('150.15', 'Very High')","('50.18', 'Moderate')","('62.07', 'High')","('83.02', 'Very High')","('67.25', 'Moderate')","('3.66', 'Very Low')","('38.50', 'Moderate')","('37.39', 'Low')","('183.09', 'Very High')"
Midland,NC,"('?', '')","('73.90', 'High')","('65.74', 'High')","('78.86', 'High')","('?', '')","('1.54', 'Very Low')","('25.00', 'Very Low')","('63.79', 'High')","('?', '')"
Brisbane,CA,"('148.02', 'Very High')","('62.57', 'High')","('74.19', 'High')","('98.07', 'Very High')","('59.49', 'Low')","('9.12', 'Moderate')","('40.31', 'Moderate')","('28.79', 'Low')","('198.45', 'Very High')"
